,user_id,product_id,rating
9935,A3P2J1W1RBUX6Q,B009O7CE5O,5.0
6407,AF331KJH45RIH,B001C74GLY,5.0
8733,ADH0O8UVJOT10,B004OK1G64,4.0
2296,A29B4PAIOL7HYG,B0002GLCRC,5.0
4225,ALHC64J88LVWO,B000B6DHB2,5.0
5907,A8L6Z9U1TCP06,B000XPPURU,5.0
6581,A2NYK9KWFMJV4Y,B001IM5KFY,5.0
2261,A2FC9LNES7BVOJ,B0002GL7ZO,5.0
7385,AQG6AQXC703WD,B002PAW6EG,3.0
3344,A3GH47E9FF8WN1,B0002M72JS,5.0
4370,AKP6IWJ24C1A5,B000CCJP4I,4.0
2607,A2WDY3XDWDFNYG,B0002GXV3A,1.0
3462,A37E0KYNJQNP1E,B0002PBS6I,4.0
9020,A13GMS7FWV3TQ0,B0058GZTVG,4.0
8214,A9CQXTVLHQBMA,B003VWJ2K8,5.0
3998,A30GZDBGNP2366,B0009G1E0K,3.0
7185,A20JJ8634DG3FS,B002B8EWVW,3.0
8062,AKLDKUON6YY0X,B003OG9NH8,5.0
8115,A3322FTE1MQQGM,B003VWJ2K8,5.0
2764,A3SGZO3N7MXKPV,B0002GZQ1U,5.0
2506,AXP9CF1UTFRSU,B0002GWFEQ,4.0
2786,A2I9SZ9A7Y3I4G,B0002H02IG,4.0
2228,A1SMCTGDM2LK7X,B0002GJ3ZA,5.0
8909,A3UQS40N3PW18L,B004XNK7AI,5.0
8652,A3GTUNDBLPC00I,B004LG93KC,5.0
4949,A23AKO4BZLZ8DE,B000KIRT74,5.0
6851,A3FSC2BQQHFXWT,B001PGXKC8,5.0
4449,AHF7SNSZPRNCE,B000CZ0RLK,5.0
3693,A6M441DQ7HL09,B0006NDF8A,1.0
1879,A2N7F3MVCTAOYP,B0002E3MRW,2.0
4,A94QU4C90B1AX,1384719342,5.0
8831,A1QN075G0OKBWJ,B004UNL1P6,5.0
7319,A2QDVOUXE4PYIM,B002HPMTZU,5.0
600,A1L7M2JXN4EZCR,B0002CZW0Y,5.0
7568,A21GCOGHDQNHQS,B0035LCFRW,5.0
307,A3BH9XC0BVO1AG,B0002CZSJY,4.0
2894,A36P367G4ZH6Z0,B0002H0A3S,5.0
3802,A3GSBNVP2LPFRB,B0007NQH98,5.0
8699,A1SMCTGDM2LK7X,B004N0MKN8,4.0
3680,A2Z548GT5948WH,B0006NDF8A,4.0
5733,A38HMS5RYSYF8G,B000VBH2IG,5.0
8420,A37A41GWQFMK3D,B003WZ6VVM,5.0
8844,A14B2YH83ZXMPP,B004VDD4KK,5.0
3566,ALYZ6K2FC7VZC,B00062GRXQ,5.0
10083,A120FZ2ESIMA63,B00BL6JDUA,5.0
8285,A26E1V45R24QVC,B003VWKPHC,5.0
1154,A1MI9FDCNB3CMR,B0002DURNK,5.0
2185,AXJ19189TLBLJ,B0002F7K7Y,5.0
2657,A1WD8RFNIGRPDH,B0002GYW4C,5.0
5762,A1XXS0OSY2JLHW,B000VJJQUU,5.0
6229,A1QDSJZQWJZOL1,B0018SJLFS,4.0
1553,AZMHABTPXVLG3,B0002E1OVS,4.0
2508,A3HKZSCGFU9T2A,B0002GWFEQ,4.0
4834,AFS3FQR5JSDVJ,B000J5Y282,5.0
4317,A3BTH66WVCQAM9,B000BW2D84,5.0
8499,A1L3H6SSKSRNGV,B0043RZ9QQ,3.0
1443,A3RDS0DJ5EJGA7,B0002E1O2C,5.0
6930,A4S2GMZIQKEHY,B001R76D42,5.0
202,A32E8LG6I4W2AI,B0000AQRST,4.0
6734,ATLCEY1YIP1DG,B001MSS6CS,4.0
2227,A20TFY5J3WNJU2,B0002GJ3ZA,5.0
7213,A1EFXXRDV40C4E,B002CMLPYY,5.0
3118,A1365RYO0BLEMI,B0002KZDN2,3.0
6907,A1ZGNCN1VRUO1H,B001QJGYIG,5.0
720,AOHR2Q90UXF23,B0002D05FU,5.0
4587,A1NJMJNF0MOBSL,B000EEJF4O,5.0
2891,A28X8QQ97HM6CX,B0002H0A3S,5.0
734,A13798OPDBLDCO,B0002D0B4K,5.0
9561,A2053ZJUGCKUA5,B006X0UCKY,5.0
6359,ARE879SUUYGVP,B00191WVF6,5.0
2120,A3FBE4WF5KQRR1,B0002F7K7Y,5.0
3510,A3RPTP7XINQSKI,B0002Z2CZY,4.0
9773,A3C9F3SZWLWDZF,B0087UPSLQ,4.0
8830,APEJ8EJCC8PQ8,B004UNL1P6,4.0
5091,A2TZAS3A5WIUJQ,B000M23OQ8,5.0
105,A3UPEG3LRWOX16,B000068O1N,4.0
9800,A2VRAT69JDAD3W,B008BPI2HE,5.0
3590,A2F92AOWTIUIB,B00063678K,5.0
7774,A1YP96MT6W9FTB,B003AYNHGW,5.0
4902,A2EZWZ8MBEDOLN,B000KIPTE4,5.0
7563,A1WQNVR4H66YX9,B0035LCFRW,4.0
1435,A24AQ24CD6865K,B0002E1NQ4,5.0
4663,A2B3XQ4FCJTKHQ,B000EELB8W,5.0
5180,AJ0PG46QD33RD,B000NJ2TIE,5.0
9703,A1VHYBN1NV73LZ,B007Q28BHE,5.0
2397,A2LJ6YNOZU6ND,B0002GMGYA,1.0
965,A14PY68SX7D5DV,B0002D0COE,5.0
9737,A2YWZRHDA9KDS4,B007T8OGLK,4.0
381,A3BTH66WVCQAM9,B0002CZV46,4.0
7531,A2WT46GVYE1ZDD,B0033P1O6S,5.0
9822,AWIG50VOI5VUV,B008BTTQI4,2.0
6395,A1GM034H7XPDEW,B001AS6OYC,4.0
9002,AHMEG9CAAT2KF,B0053CUHMG,4.0
2340,A342XAA3YXGKT9,B0002GLDQM,4.0
10108,A1J9HY0AG5676,B00BU9KCXK,4.0
8218,A2T2SAJS88MYU4,B003VWJ2K8,5.0
4915,AEKID8YBJSV8K,B000KIRT38,4.0
4330,A1NNBJRXPIDA12,B000BYPJ1U,5.0
1783,A2F92AOWTIUIB,B0002E38B2,4.0
2376,A1EUO0BU72JR7T,B0002GMGYA,5.0
2248,A3PGQWCSJPCYDH,B0002GJ6FC,3.0
990,A1UKMEC156SHOD,B0002D0CQC,5.0
4666,A2J4UAF6RW13WK,B000EELB8W,5.0
4761,A1F4FQAW2G9FRA,B000GUR8V8,5.0
6182,A2MR43RDPZX3J,B00178JDCK,4.0
41,AA5TINW2RJ195,B000068NW5,5.0
6678,A1YOLMONF9LIVJ,B001L8PIFW,2.0
9593,A1Q3YZOVFXRKDZ,B0073XCXHA,5.0
4905,A26U7I13QO5E0C,B000KIPTE4,5.0
2082,ATJQOAUHB5XB8,B0002F7K7Y,5.0
5749,A1S0NIJ5PDREYV,B000VJJQUU,5.0
8490,A3SJP0GZNZJ0XE,B0042EZH6W,5.0
3991,A1L7M2JXN4EZCR,B0009G1E0K,5.0
6142,A157DYI1PMXDR1,B0016MJ1T2,4.0
4352,AL8K7SWTLZ12X,B000CBE3GE,5.0
3722,A1XDIC6OQKYJXW,B0006OHVK2,5.0
4765,A13T4T3QOSII3I,B000GUR8V8,5.0
3103,A1HZRYGGNMOWRQ,B0002KZAKS,4.0
25,AXWB93VKVML6K,B000068NTU,4.0
3699,A25ZBYVW8ZINLM,B0006NDF8A,5.0
5966,A157DYI1PMXDR1,B000Y35C8S,4.0
811,A2NOZB6VZCTOI4,B0002D0CEO,5.0
1732,AWKVQQZKTRFAL,B0002E2Z8Y,5.0
7987,A2J4GBHSDLP4DF,B003JJQMD8,5.0
7736,A23HJIRA5PIMG0,B003AM913C,1.0
8719,A20TFY5J3WNJU2,B004OK17QS,4.0
10145,A1SFZ6FGGM3D2U,B00CK2FOZM,5.0
10043,A14JBDSWKPKTZA,B00BG6ZM0K,4.0
4669,A3ENT7V0MT34WP,B000EELB8W,5.0
204,A67OJZLHBBUQ9,B0000AQRSU,5.0
8330,A27UAE2PME5TRV,B003VWKPHC,5.0
7313,A6FIAB28IS79,B002HJ61PK,3.0
10255,A1TSKKBNV38E8Y,B00JBIVXGC,3.0
7645,AJOK2CO9LSF37,B0037M62KA,5.0
9346,A2R7B3MUR22USI,B005OZE9SA,5.0
2600,AJBBU53A0X84I,B0002GXV2Q,5.0
3290,A1S8R9OAIQT7YI,B0002M6CVC,5.0
4985,A3JEEPYPEM9V81,B000KY156E,4.0
16,AKSFZ4G1AXYFC,B000068NSX,4.0
3774,A1BN3DBBWLMT6V,B0007GGUGA,2.0
3920,A2NYK9KWFMJV4Y,B000978D58,4.0
9811,A17A1KTVI3DG6U,B008BPI2HE,5.0
6766,AB8JKS38BK9P,B001PGXHW6,5.0
1794,A1YP96MT6W9FTB,B0002E3B78,5.0
6684,A2SRCVYVHA6G19,B001L8PIFW,5.0
10157,A3J1EO6778PPTH,B00EIMZG46,5.0
6881,A2G9UCBLL9YLET,B001PGXKC8,3.0
5445,A3ARPUKCI6R91Y,B000RNB720,5.0
5003,ALAY8GVFBUQ9L,B000L6GD04,5.0
9252,A1ZQVN0F0FURHH,B005LYIW3W,5.0
6316,A15BHBF0L0HV1F,B0018TIADQ,5.0
8058,A2WZWY5MQTXO0R,B003OG9NH8,5.0
9380,A3MONHA5DCPPLZ,B005PNXT6E,4.0
10009,A1K8E597YAFQQG,B00AZUAORE,5.0
505,A28FADP9FITQVK,B0002CZVWS,5.0
2571,A3RFWANBUVX4RA,B0002GXPRM,4.0
6293,A38HMS5RYSYF8G,B0018TIADQ,5.0
4580,A1ROUMJOGO4QMB,B000EEJE4K,3.0
867,A22Z554ZQ8NFPC,B0002D0CIK,4.0
5942,A2Z3FDWL7DQD76,B000XXBHA6,5.0
7570,A2M1BW5AQLJLOB,B00378GEAM,5.0
709,AONGA3BHTK0EG,B0002D02RQ,4.0
9081,A2NYK9KWFMJV4Y,B005CX4GLE,5.0
7611,A1DZDG9AT98298,B0037M62AK,4.0
9300,AAHV0LYDMZGY8,B005M0MUQK,4.0
9544,A1IR3NR4KRPIJ1,B0064RIB9A,4.0
2417,A2XL6TZM34HFV3,B0002GMGYA,5.0
1692,ATJQOAUHB5XB8,B0002E2XCW,5.0
1018,A24IO6G3W158E4,B0002D0E8S,5.0
6212,AONGA3BHTK0EG,B0018L46WS,5.0
5751,A2YGWCX3DQ6ER0,B000VJJQUU,5.0
9092,AIRZAEK6LLYQ,B005CX4GLE,4.0
6064,A3MLQDXQPVNB2O,B0013PU75Y,5.0
4505,A1LHKVHP38M046,B000EEHCUS,5.0
8848,A12SSZIN555FTL,B004XNK7AI,3.0
4475,A3SH7VETIJJ7LA,B000EE8YPK,1.0
7485,AB7WPLA1CN5I1,B002VA464S,5.0
3982,A2U7ZM8TAJUFPQ,B0009G1E0K,5.0
1723,AHQTXJQX2584I,B0002E2XCW,5.0
10074,A15TYOEWBQYF0X,B00BL6IYW8,5.0
6507,A127K5WGHNUUH3,B001FSZR4U,5.0
3331,AEUG4DYQZJ64Z,B0002M6CW6,4.0
2909,A21N9ACLVOMDLP,B0002H0FMO,4.0
6944,A3RFWANBUVX4RA,B001RMFSDE,5.0
3576,A3OJ0RGAECAGH8,B00063678K,5.0
2453,A3ENT7V0MT34WP,B0002GOK08,5.0
895,A1EW1P6BB16GP6,B0002D0CKI,1.0
8780,A16Z3HTUIYPDH8,B004TE5HBU,1.0
6536,A3MJARDJ31M698,B001GD07SK,4.0
5275,A3DJUUPM321IFI,B000P5OUCE,4.0
6000,A2Y1R8CZMTALJP,B0010CHS8E,5.0
8336,AG5L0MYSPPWDC,B003VWKPHC,5.0
7045,A1VFUMY02HJIFY,B001XJBWXG,5.0
7168,A18LZ6VHS4DK69,B0027V760M,5.0
4544,ANVQ2KPZUNR4R,B000EEHMXA,5.0
1075,A3RPDN9247BQHK,B0002D0KOG,5.0
8710,A2VH0UT5EQFB6P,B004N6RBWW,4.0
5246,A2A039TZMZHH9Y,B000OY707S,3.0
6379,A3DDZ2SENG07MS,B001AH83UG,5.0
7947,A2W8OGJDV7TCMT,B003GEBGA0,4.0
2096,AZMIKIG4BB6BZ,B0002F7K7Y,5.0
702,A3394J1F9CN9W5,B0002D02IU,5.0
3856,A1YAAMQT5G88XE,B00095VIMU,5.0
10154,A2WA8TDCTGUADI,B00E0EXYMS,3.0
8587,A2IPU94WKACV06,B004FPEF84,4.0
8788,A31B0LYT2C92SN,B004TGVRDA,5.0
6849,A1MVH1WLYDHZ49,B001PGXKC8,5.0
9793,A3VVKC910FN4EK,B008BPI2HE,5.0
7284,A32BCTL0HLOXRV,B002GYWBJ6,5.0
3256,A1GMWTGXW682GB,B0002M6B2M,5.0
5865,A1K3NQAO49LXL2,B000WYCS7M,5.0
6831,A1RI71C4IQZZGF,B001PGXIHK,4.0
1730,AXJ19189TLBLJ,B0002E2XCW,5.0
6470,A1AWXXBQRQN13I,B001ELP5WM,5.0
6924,A2HDEN9SPBWC5I,B001R2LQWQ,5.0
